uen,issuance_agency_id,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,registration_incorporation_date,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,primary_ssic_code,primary_ssic_description,primary_user_described_activity,secondary_ssic_code,secondary_ssic_description,secondary_user_described_activity,no_of_officers,former_entity_name1,former_entity_name2,former_entity_name3,former_entity_name4,former_entity_name5,former_entity_name6,former_entity_name7,former_entity_name8,former_entity_name9,former_entity_name10,former_entity_name11,former_entity_name12,former_entity_name13,former_entity_name14,former_entity_name15,uen_of_audit_firm1,name_of_audit_firm1,uen_of_audit_firm2,name_of_audit_firm2,uen_of_audit_firm3,name_of_audit_firm3,uen_of_audit_firm4,name_of_audit_firm4,uen_of_audit_firm5,name_of_audit_firm5
52826094D,ACRA,QUDDUS RESTAURANT,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-07-19,1996-07-19,LOCAL,12,ROWELL ROAD,na,na,na,207970,na,na,na,na,56111,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52826195M,ACRA,QUICKMEDIA,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-07-20,1996-07-20,LOCAL,529,JURONG WEST STREET 52,21,373,na,640529,na,na,na,na,82991,IT CONSULTANCY,na,62021,IT CONSULTANCY,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52826452D,ACRA,Q'SON KITCHEN EQUIPMENT,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-07-25,1996-07-25,LOCAL,10,ANSON ROAD,03,09,INTERNATIONAL PLAZA,079903,na,na,na,na,25119,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52826460E,ACRA,QUALITY AIR ENGINEERS AND CONSULTANTS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-07-25,1996-07-25,LOCAL,130H,CAIRNHILL ROAD,na,na,na,0922,na,na,na,na,71121,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52826465J,ACRA,QUIKTITE INDUSTRIAL,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-07-25,1996-07-25,LOCAL,77A,SERANGOON GARDEN WAY,na,na,SERANGOON GARDEN ESTATE,555973,na,na,na,na,46632,na,na,46900,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52826640C,ACRA,QUAD BUILT,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-07-27,1996-07-27,LOCAL,1,COLOMBO COURT,06,29,na,179742,na,na,na,na,41001,na,na,43301,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52826847C,ACRA,QED CONSULTING SERVICE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-07-31,1996-07-31,LOCAL,22,LEONIE HILL ROAD,07,01,na,229195,na,na,na,na,62021,IT CONSULTANCY,na,na,IT CONSULTANCY,na,1,COSMOS CONSULTING,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52826993C,ACRA,QUEK MANAGEMENT & SECRETARIAL SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-08-02,1996-08-02,LOCAL,10,ANSON ROAD,13,12,INTERNATIONAL PLAZA,079903,na,na,na,na,70201,na,na,82191,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52827074E,ACRA,QING FINE ART,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-08-02,1996-08-02,LOCAL,54,GILSTEAD ROAD,na,na,GILSTEAD COURT,309098,na,na,na,na,47742,na,na,82301,na,na,1,DIANA ONG & ASSOCIATES,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52827280B,ACRA,Q-ZAR,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-08-06,1996-08-06,LOCAL,350,ORCHARD ROAD,20,00,SHAW HOUSE,238868,na,na,na,na,77109,AMUSEMENT & RECREATIONAL SERVICES NEC,na,47739,AMUSEMENT & RECREATIONAL SERVICES NEC,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52827354W,ACRA,QUINBEE CLEANING SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,1996-08-07,1996-08-07,LOCAL,8,BURN ROAD,08,02/03,TRIVEX,369977,na,na,na,na,96011,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52827497W,ACRA,QUALISYS MANAGEMENT CONSULTANTS,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,1996-08-10,1996-08-10,LOCAL,520,BALESTIER ROAD,04,03,VIIO @ BALESTIER,329853,na,na,na,na,70201,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52828467C,ACRA,QUANJIA TRADING ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-08-27,1996-08-27,LOCAL,742,BEDOK RESERVOIR ROAD,01,3091,na,470742,na,na,na,na,47102,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52828624B,ACRA,Q-SOFT SERVICE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-08-29,1996-08-29,LOCAL,10,ANSON ROAD,10,06,INTERNATIONAL PLAZA,079903,na,na,na,na,62011,na,na,43210,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52828658K,ACRA,QUADRA CONSTRUCTION,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-08-29,1996-08-29,LOCAL,PLOT 1,BEDOK SOUTH ROAD,na,na,na,469268,na,na,na,na,42909,na,na,41009,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52828934M,ACRA,QUANTUM LEARNING CENTRE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-09-03,1996-09-03,LOCAL,249,JURONG EAST STREET 24,01,84,na,600249,na,na,na,na,85409,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52829051K,ACRA,QUANTUM TRAINING RESOURCES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-09-05,1996-09-05,LOCAL,1,MARITIME SQUARE,02,110,HARBOURFRONT CENTRE,099253,na,na,na,na,70201,na,na,85304,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52829067C,ACRA,QULITRONICS ENGINEERING AND SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-09-05,1996-09-05,LOCAL,10,ANSON ROAD,16,16,INTERNATIONAL PLAZA,079903,na,na,na,na,71129,na,na,46522,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52829113X,ACRA,QUABALLAH NUMEROLOGY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,1996-09-06,1996-09-06,LOCAL,31,HOUGANG AVENUE 7,09,06,EVERGREEN PARK,538800,na,na,na,na,96093,OTHER MEDICAL AND HEALTH SERVICES (EG. CHINESE SINSEH),na,82999,OTHER MEDICAL AND HEALTH SERVICES (EG. CHINESE SINSEH),na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52829300A,ACRA,QIONG JIAN TRADING & BUILDING CONSTRUCTION,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1996-09-10,1996-09-10,LOCAL,10,ANSON ROAD,05,16,INTERNATIONAL PLAZA,079903,na,na,na,na,41009,na,na,46452,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52830006K,ACRA,QI RONG TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-09-19,1996-09-19,LOCAL,1025,EUNOS AVENUE 2,01,04,na,409886,na,na,na,na,58190,"PRINTING, PUBLISHING & ALLIED INDUSTRIES NEC",na,74192,"PRINTING, PUBLISHING & ALLIED INDUSTRIES NEC",na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52830032J,ACRA,QUAD COMMUNCATIONS & SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-09-20,1996-09-20,LOCAL,34,LENTOR LANE,na,na,LENTOR VIEW,789151,na,na,na,na,78101,na,na,47211,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52830599M,ACRA,QIAN RUI FOOD CUISINE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-09-27,1996-09-27,LOCAL,399,YUNG SHENG ROAD,01,43Q,TAMAN JURONG SHOPPING CENTRE,610399,na,na,na,na,56140,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52830651X,ACRA,QUALITY MOTOR TRADING ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,1996-09-30,1996-09-30,LOCAL,317,OUTRAM ROAD,02,39,CONCORDE SHOPPING CENTRE,169075,na,na,na,na,46900,na,na,47311,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52830877K,ACRA,QUEK LYE ENG COOKED FOODSTALL,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-10-02,1996-10-02,LOCAL,8,EVERTON ROAD,na,na,na,0208,na,na,na,na,56140,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52830947A,ACRA,QHUE GLOBAL FUSION RESTAURANT BAR CAFE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-10-03,1996-10-03,LOCAL,17,MOHAMED SULTAN ROAD,na,na,na,238966,na,na,na,na,56111,na,na,56130,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52831122X,ACRA,Q J H MOTOR TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-10-05,1996-10-05,LOCAL,1,YOUNGBERG TERRACE,13,15,AVON PARK,357741,na,na,na,na,47311,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52831505J,ACRA,QUESTEK COMPONENTS INTERNATIONAL,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-10-11,1996-10-11,LOCAL,18,TANNERY LANE,05,01,LUM KONG BUILDING,347780,na,na,na,na,26201,MANUF/REPAIR COMPUTERS & DATA PROCESS EQUIP,na,na,MANUF/REPAIR COMPUTERS & DATA PROCESS EQUIP,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52831506D,ACRA,QUALITECH CONSULTANCY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,1996-10-11,1996-10-11,LOCAL,166,TAMARIND ROAD,na,na,CAMELIA PARK,806120,na,na,na,na,70209,na,na,46900,na,na,1,QUALITECH MANAGEMENT AND CONSULTANTS,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52831636B,ACRA,QAS AGENCY,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1996-10-12,1996-10-12,LOCAL,165,BUKIT MERAH CENTRAL,01,3661,na,150165,na,na,na,na,66299,na,na,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52831880B,ACRA,QIN SHENG BUS SERVICE AND TRADING,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1996-10-16,1996-10-16,LOCAL,285,YISHUN AVENUE 6,01,08,na,760285,na,na,na,na,49212,PRIVATE CARS FOR HIRE,na,49215,PRIVATE CARS FOR HIRE,na,9,QINSHENG BUS SERVICE AND TRADING,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52831925J,ACRA,QSE STEEL TRADE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-10-17,1996-10-17,LOCAL,128,WOODLANDS INDUSTRIAL PARK E5,na,na,WOODLANDS INDUSTRIAL PARK E,757851,na,na,na,na,46900,na,na,41001,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52832361W,ACRA,QUILTS & COUNTRY CRAFTS,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1996-10-23,1996-10-23,LOCAL,3C,RIVER VALLEY ROAD,02,10,CQ @ CLARKE QUAY,179022,na,na,na,na,81211,BUSINESS SERVICES NEC,na,47742,BUSINESS SERVICES NEC,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52832446B,ACRA,QAS PORTFOLIO MANAGEMENT,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-10-24,1996-10-24,LOCAL,111,SOMERSET ROAD,07,01B,111 SOMERSET,238164,na,na,na,na,66221,INSURANCE AGENTS & BROKERS (LIFE/GENERAL),na,na,INSURANCE AGENTS & BROKERS (LIFE/GENERAL),na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52832715A,ACRA,QUICKLINK RECRUITMENT,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,1996-10-29,1996-10-29,LOCAL,190,CLEMENCEAU AVENUE,02,17,SINGAPORE SHOPPING CENTRE,239924,na,na,na,na,78103,na,na,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52832725M,ACRA,QUAN LONG EATING HOUSE,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1996-10-30,1996-10-30,LOCAL,546A,SERANGOON NORTH AVENUE 3,01,01,na,551546,na,na,na,na,68104,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52833227M,ACRA,QUICK SCAN SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-11-06,1996-11-06,LOCAL,52,KALLANG BAHRU,03,02,na,339335,na,na,na,na,18129,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52833282A,ACRA,Q & S FROZEN TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-11-07,1996-11-07,LOCAL,171,TELOK AYER STREET,na,na,na,068621,na,na,na,na,47212,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52833633M,ACRA,Q-ASIA,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-11-13,1996-11-13,LOCAL,350,ORCHARD ROAD,20,00,SHAW HOUSE,238868,na,na,na,na,77109,AMUSEMENT & RECREATIONAL SERVICES NEC,na,47739,AMUSEMENT & RECREATIONAL SERVICES NEC,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52833798W,ACRA,QUICKFINDERS TUITION AGENCY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1996-11-15,1996-11-15,LOCAL,10,ANSON ROAD,15,14,INTERNATIONAL PLAZA,079903,na,na,na,na,85409,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52833868D,ACRA,QUINTIN & ASSOCIATES SINGAPORE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,1996-11-18,1996-11-18,LOCAL,46,TELOK BLANGAH DRIVE,01,79,na,100045,na,na,na,na,70201,na,na,71121,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52833933L,ACRA,QUANTUM QUARTET,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1996-11-18,1996-11-18,LOCAL,7,TOA PAYOH INDUSTRIAL PARK,01,1245,TOA PAYOH INDUSTRIAL PARK,319059,na,na,na,na,56111,na,na,93203,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52834069K,ACRA,QMIT,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-11-20,1996-11-20,LOCAL,163,TRAS STREET,06,03,LIAN HUAT BUILDING,079024,na,na,na,na,70201,na,na,85304,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52834125A,ACRA,Q&T GENERAL CONTRACTOR,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,1996-11-21,1996-11-21,LOCAL,100,GEYLANG ROAD,na,na,na,389209,na,na,na,na,41009,na,na,43301,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52834502L,ACRA,QI YANG CONSTRUCTION,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1996-11-27,1996-11-27,LOCAL,39,JALAN ASAS,na,na,FUYONG ESTATE,678800,na,na,na,na,41009,na,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52834527C,ACRA,QUALITY COMMUNICATIONS INTERNATIONAL SINGAPORE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-11-27,1996-11-27,LOCAL,60D,KALLANG PUDDING ROAD,02,07,INGOLSTADT CENTRE,349321,na,na,na,na,46591,na,na,46513,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52834888D,ACRA,QI SHENG GONG DESIGN & RENOVATION,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-12-03,1996-12-03,LOCAL,59,JALAN REDOP,na,na,SELETAR HILLS ESTATE,808605,na,na,na,na,74191,na,na,43301,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52835012M,ACRA,QUEST UNO ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-12-04,1996-12-04,LOCAL,119,ALJUNIED AVENUE 4,01,196,na,0512,na,na,na,na,46649,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52835164L,ACRA,Q'BEE (UNISEX) HAIRSALON,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,1996-12-06,1996-12-06,LOCAL,156,YISHUN STREET 11,01,110,na,760156,na,na,na,na,96021,na,na,46594,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52835268K,ACRA,QUEK & KWOK TUITION,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,1996-12-09,1996-12-09,LOCAL,1,ROCHOR CANAL ROAD,03,596,SIM LIM SQUARE,188504,na,na,na,na,85409,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52835900B,ACRA,Q G S CONSTRUCTION,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1996-12-19,1996-12-19,LOCAL,6,JALAN AMPAS,03,01,THE VIRIDIAN,329507,na,na,na,na,41009,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52836579K,ACRA,QUEST PIPE WORKS AND SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1997-01-04,1997-01-04,LOCAL,477-A,CHANGI ROAD,na,na,na,419893,na,na,na,na,43220,na,na,43210,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52836600M,ACRA,Q'BRIX SYSTEMS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1997-01-04,1997-01-04,LOCAL,37C,MALAN ROAD,na,na,na,109452,na,na,na,na,46511,na,na,46513,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52836633E,ACRA,QUEENS SECURITY CONSULTANT AND MANAGEMENT SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1997-01-06,1997-01-06,LOCAL,520,BALESTIER ROAD,04,05,VIIO @ BALESTIER,329853,na,na,na,na,80100,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52837085E,ACRA,QIYADI TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1997-01-13,1997-01-13,LOCAL,62-3,JALAN EUNOS,na,na,na,419510,na,na,na,na,46900,na,na,47742,na,na,1,M4 ADVERTISING,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52837114B,ACRA,QUALICO CONTRACTOR,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1997-01-13,1997-01-13,LOCAL,10,ANSON ROAD,05,16,INTERNATIONAL PLAZA,079903,na,na,na,na,41009,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52837138W,ACRA,QING JUN METAL & INDUSTRIAL SUPPLIES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1997-01-14,1997-01-14,LOCAL,2,DEFU LANE 10,04,539,DEFU INDUSTRIAL ESTATE,539183,na,na,na,na,46620,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52837207J,ACRA,QUEK BUILDER,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1997-01-14,1997-01-14,LOCAL,17,WESTWOOD CRESCENT,na,na,na,648745,na,na,na,na,42909,RENTAL/LEASING OF INDUST & AGRIC MACHINERY/EQUIP,na,77392,RENTAL/LEASING OF INDUST & AGRIC MACHINERY/EQUIP,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52837776X,ACRA,QUANTUM LEAP TRADING,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,1997-01-23,1997-01-23,LOCAL,605B,MACPHERSON ROAD,08,11,na,368241,na,na,na,na,46900,na,na,46302,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52838002L,ACRA,QUEST COMNET & ELECTRONICS SERVICES,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled (Non-Renewal),1997-01-27,1997-01-27,LOCAL,501,PASIR RIS STREET 52,04,215,na,510501,na,na,na,na,26201,MANUF/REPAIR COMPUTERS & DATA PROCESS EQUIP,na,61092,MANUF/REPAIR COMPUTERS & DATA PROCESS EQUIP,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52838280B,ACRA,QINGDAO MARKETING & CONSULTANT AGENCY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1997-01-31,1997-01-31,LOCAL,1,PASIR PANJANG ROAD,11,09/10,na,911508,na,na,na,na,46100,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52838439B,ACRA,QUALITY TUTORS SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1997-02-04,1997-02-04,LOCAL,17H,LIM TUA TOW ROAD,na,na,na,547760,na,na,na,na,85409,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52838697B,ACRA,QUALITY FINE ARTS,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1997-02-12,1997-02-12,LOCAL,648A,GEYLANG ROAD,na,na,na,389578,na,na,na,na,46452,na,na,47742,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52838900M,ACRA,Q-BEE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1997-02-14,1997-02-14,LOCAL,5001,BEACH ROAD,03,98F,na,199588,na,na,na,na,46100,na,na,46900,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52838971L,ACRA,QUAH & LIM SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1997-02-17,1997-02-17,LOCAL,6001,BEACH ROAD,02,13,GOLDEN MILE TOWER,199589,na,na,na,na,41001,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52839008B,ACRA,QUAN NENG CONTRACT SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1997-02-17,1997-02-17,LOCAL,26,NEW UPPER CHANGI ROAD,01,670,na,462026,na,na,na,na,41001,REAL ESTATE MANAGEMENT & MAINTENANCE NEC,na,68101,REAL ESTATE MANAGEMENT & MAINTENANCE NEC,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52839016C,ACRA,QI YI ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1997-02-17,1997-02-17,LOCAL,66,WEST COAST TERRACE,na,na,WEST COAST GARDENS,127263,na,na,na,na,46900,na,na,47742,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52839100C,ACRA,QIU LONG RESOURCES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1997-02-18,1997-02-18,LOCAL,101,UPPER CROSS STREET,03,09,na,530670,na,na,na,na,46100,na,na,70201,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52839192E,ACRA,QUAN DE TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),1997-02-19,1997-02-19,LOCAL,1061,EUNOS AVENUE 3,01,220,na,409748,na,na,na,na,47311,REPAIRING VEHICLE ENGINES CLAIMS INSURANCE & PANEL BEATING,na,na,REPAIRING VEHICLE ENGINES CLAIMS INSURANCE & PANEL BEATING,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
