uen,issuance_agency_id,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,registration_incorporation_date,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,primary_ssic_code,primary_ssic_description,primary_user_described_activity,secondary_ssic_code,secondary_ssic_description,secondary_user_described_activity,no_of_officers,former_entity_name1,former_entity_name2,former_entity_name3,former_entity_name4,former_entity_name5,former_entity_name6,former_entity_name7,former_entity_name8,former_entity_name9,former_entity_name10,former_entity_name11,former_entity_name12,former_entity_name13,former_entity_name14,former_entity_name15,uen_of_audit_firm1,name_of_audit_firm1,uen_of_audit_firm2,name_of_audit_firm2,uen_of_audit_firm3,name_of_audit_firm3,uen_of_audit_firm4,name_of_audit_firm4,uen_of_audit_firm5,name_of_audit_firm5
52875069X,ACRA,X-CESS SOLUTIONS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-09-01,1998-09-01,LOCAL,1,KISMIS GREEN,na,na,SUMMERLEA GREEN,596233,na,na,na,na,47537,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52875170X,ACRA,XEVENT,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,1998-09-02,1998-09-02,LOCAL,1002,JALAN BUKIT MERAH,07,05,na,159456,na,na,na,na,82301,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52875476M,ACRA,XTENSIBLE MEDIA LAB,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-09-07,1998-09-07,LOCAL,161,LAVENDER STREET,02,03,LAVENDER PLACE,338750,na,na,na,na,61092,na,na,62023,na,na,1,EZONE COMMUNICATIONS,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52875490D,ACRA,X-JOINTER CONSTRUCTION,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1998-09-08,1998-09-08,LOCAL,5091,ANG MO KIO INDUSTRIAL PARK 2,01,1102,na,569594,na,na,na,na,61099,na,na,na,na,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52875531E,ACRA,XU ZHONG BAO,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-09-08,1998-09-08,LOCAL,20,JALAN MASTULI,na,na,CHARLTON PARK,537749,na,na,na,na,46900,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52875653B,ACRA,XIN XIANG JI SEAFOOD RESTAURANT,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-09-09,1998-09-09,LOCAL,3,QUEEN'S ROAD,02,171,FARRER GARDENS,260003,na,na,na,na,56111,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52875771K,ACRA,XIAO HUI WEI TRADING ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-09-11,1998-09-11,LOCAL,10,ANSON ROAD,18,18,INTERNATIONAL PLAZA,079903,na,na,na,na,46900,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52876010J,ACRA,XUE HYDRAULIC ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-09-15,1998-09-15,LOCAL,312,CHANGI ROAD,na,na,na,419790,na,na,na,na,46900,na,na,46100,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52876086J,ACRA,XIN ZHOU FITNESS CENTRE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1998-09-16,1998-09-16,LOCAL,104,KALLANG PLACE,na,na,na,339180,na,na,na,na,85407,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52876829L,ACRA,X-TREME SYS AND SUPPLIES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-09-28,1998-09-28,LOCAL,810,GEYLANG ROAD,03,23,CITY PLAZA,409286,na,na,na,na,62090,na,na,95110,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52876927L,ACRA,XING FA ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,1998-09-29,1998-09-29,LOCAL,55,MEYER ROAD,04,05,THE SEAFRONT ON MEYER,437978,na,na,na,na,52229,na,na,46900,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52876970K,ACRA,X-STRA RENOVATION,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-09-29,1998-09-29,LOCAL,7500A,BEACH ROAD,02,330,THE PLAZA,199591,na,na,na,na,43301,na,na,74191,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52877011W,ACRA,XIN LONG STAMPS & COINS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,1998-09-30,1998-09-30,LOCAL,373,CLEMENTI AVENUE 4,08,206,na,120373,na,na,na,na,46452,na,na,47742,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52877083K,ACRA,XU YOUYI CONSTRUCTION,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-10-01,1998-10-01,LOCAL,10,ANSON ROAD,05,16,INTERNATIONAL PLAZA,079903,na,na,na,na,41009,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52877269D,ACRA,X.EL INTERNATIONAL,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,1998-10-02,1998-10-02,LOCAL,409,CHANGI ROAD,na,na,na,419859,na,na,na,na,46900,na,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52877544L,ACRA,XINXING PIPES (SINGAPORE),Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-10-07,1998-10-07,LOCAL,5022,ANG MO KIO INDUSTRIAL PARK 2,03,31,ANG MO KIO INDUSTRIAL PARK 2,569525,na,na,na,na,46620,na,na,25994,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52877708D,ACRA,XING XING YIN SHI TAN,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-10-09,1998-10-09,LOCAL,144,UPPER BUKIT TIMAH ROAD,04,49,BEAUTY WORLD CENTRE,588177,na,na,na,na,56112,na,na,47230,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52877741J,ACRA,X-PRESS CLEANING,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1998-10-09,1998-10-09,LOCAL,3024,UBI ROAD 3,03,65,KAMPONG UBI INDUSTRIAL ESTATE,408652,na,na,na,na,81211,na,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52878000W,ACRA,XLT,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-10-14,1998-10-14,LOCAL,111,NORTH BRIDGE ROAD,21,01,PENINSULA PLAZA,179098,na,na,na,na,47103,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52878072K,ACRA,XIN YI CHOON TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-10-15,1998-10-15,LOCAL,144,TECK WHYE LANE,01,205,na,680144,na,na,na,na,47103,na,na,47211,na,na,2,YI XIN FRUITS STORE,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52878568X,ACRA,XTREMEDIA A MULTIMEDIA WORKSHOP,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-10-23,1998-10-23,LOCAL,21,CLUB STREET,02,09,na,069410,na,na,na,na,62011,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52878750X,ACRA,XING WAN EATING HOUSE,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1998-10-27,1998-10-27,LOCAL,35,LORONG 11 GEYLANG,na,na,na,388727,na,na,na,na,68104,na,na,56111,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52878975M,ACRA,X-TRA-VIT SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-10-29,1998-10-29,LOCAL,34,COMMONWEALTH LANE,05,18,na,149553,na,na,na,na,47214,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52878976K,ACRA,X-TRA-VIT PRODUCTS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-10-29,1998-10-29,LOCAL,34,COMMONWEALTH LANE,05,18,na,149553,na,na,na,na,46599,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52879290C,ACRA,XIN YAN TRADING,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,1998-11-03,1998-11-03,LOCAL,631,BEDOK RESERVOIR ROAD,01,906,EUNOS GROVE,470631,na,na,na,na,46309,na,na,46900,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52879520A,ACRA,XPLORE MEDIA AND SYSTEMS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-11-06,1998-11-06,LOCAL,1,BROOKE ROAD,B1,25,KATONG PLAZA,429979,na,na,na,na,62011,na,na,62021,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52879541D,ACRA,X-Y INTERFACE,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1998-11-06,1998-11-06,LOCAL,1013,GEYLANG EAST AVENUE 3,01,136,GEYLANG EAST INDUSTRIAL ESTATE,389728,na,na,na,na,96091,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52879684D,ACRA,XIT,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1998-11-09,1998-11-09,LOCAL,10,JALAN BESAR,10,06,SIM LIM TOWER,208787,na,na,na,na,63119,na,na,62023,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52879699B,ACRA,X-CALIBUR ENTERTAINMENT,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1998-11-09,1998-11-09,LOCAL,106,CLEMENTI STREET 12,02,44,na,120105,na,na,na,na,96099,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52879711E,ACRA,XING DA TRANSPORT,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1998-11-09,1998-11-09,LOCAL,6,CHIN BEE CRESCENT,na,na,na,619892,na,na,na,na,49300,na,na,na,na,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52879716J,ACRA,XIANG XING JEWELLERY,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1998-11-09,1998-11-09,LOCAL,604,SEMBAWANG ROAD,01,16,SEMBAWANG SHOPPING CENTRE,758459,na,na,na,na,47731,na,na,46900,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52879822K,ACRA,XIN QIANG ENGINEERING & SERVICE ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-11-10,1998-11-10,LOCAL,10,ANSON ROAD,18,18,INTERNATIONAL PLAZA,079903,na,na,na,na,28169,na,na,28251,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52879856A,ACRA,X-PRESS LIMOUSINE SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-11-11,1998-11-11,LOCAL,3019,UBI ROAD 1,04,103,KAMPONG UBI INDUSTRIAL ESTATE,408712,na,na,na,na,49215,na,na,49220,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52880146E,ACRA,XECOM IT & NETWORKING CONSULTANCY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-11-14,1998-11-14,LOCAL,10,ANSON ROAD,33,17,INTERNATIONAL PLAZA,079903,na,na,na,na,62021,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52880186D,ACRA,XTREME TRANSPORTATION & TRADING,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,1998-11-16,1998-11-16,LOCAL,6A,BRADDELL ROAD,na,na,na,359897,na,na,na,na,52292,na,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52880239M,ACRA,XIN SHI JIE SHI GE,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1998-11-17,1998-11-17,LOCAL,1,JALAN BERSEH,02,15,NEW WORLD CENTRE,209037,na,na,na,na,56121,na,na,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52880846W,ACRA,X'CELLENCE CONNECTIONS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1998-11-25,1998-11-25,LOCAL,9008,TAMPINES STREET 93,03,07,TAMPINES INDUSTRIAL PARK A,528843,na,na,na,na,70204,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52880877W,ACRA,X-TREKKERS ADVENTURE CENTRE,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled (Non-Renewal),1998-11-25,1998-11-25,LOCAL,27,SEAH STREET,01,01,na,188383,na,na,na,na,96099,na,na,82999,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52881130D,ACRA,XIAN HENG FOOD COURT,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-11-30,1998-11-30,LOCAL,35,FISHERY PORT ROAD,na,na,NEW FISH MERCHANT BUILDING,619742,na,na,na,na,56122,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52881297A,ACRA,X-FACTOR FURNITURE,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,1998-12-02,1998-12-02,LOCAL,17,DEFU LANE 12,na,na,DEFU INDUSTRIAL PARK E,539125,na,na,na,na,31001,na,na,46900,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52881306D,ACRA,XIONG YUN DRAGON & LION DANCE ARTISTIC TROUPE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1998-12-02,1998-12-02,LOCAL,135,RANGOON ROAD,na,na,na,218413,na,na,na,na,93120,na,na,na,na,na,1,YUIN TONG DRAGON & LION DANCE ARTISTIC TROUPE,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52881471X,ACRA,XP INTERNATIONAL,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1998-12-04,1998-12-04,LOCAL,68,LORONG 16 GEYLANG,02,05,ASSOCIATION BUILDING,398889,na,na,na,na,46900,na,na,53200,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52881643L,ACRA,XIE GUO ZAI BUILDING CONSTRUCTION & RENOVATION,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1998-12-09,1998-12-09,LOCAL,10,ANSON ROAD,05,16,INTERNATIONAL PLAZA,079903,na,na,na,na,41009,na,na,43301,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52881758B,ACRA,XUE LIN LANGUAGE CENTRE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1998-12-09,1998-12-09,LOCAL,43,MEI HWAN DRIVE,na,na,GOLDEN HILL ESTATE,568378,na,na,na,na,85304,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52881827M,ACRA,XIONGBIN CONSTRUCTION,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-12-10,1998-12-10,LOCAL,10,ANSON ROAD,18,18,INTERNATIONAL PLAZA,079903,na,na,na,na,43129,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52882067B,ACRA,XIAN DAI FROZEN FOOD SUPPLIER,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-12-15,1998-12-15,LOCAL,13,TAMAN SIGLAP,na,na,OPERA ESTATE,455690,na,na,na,na,46302,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52882245D,ACRA,XIN TANG HUANG,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-12-16,1998-12-16,LOCAL,10,ANSON ROAD,18,18,INTERNATIONAL PLAZA,079903,na,na,na,na,90009,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52882264X,ACRA,XUN BATTERY TOY CAR SERVICE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1998-12-17,1998-12-17,LOCAL,23,ERNANI STREET,na,na,OPERA ESTATE,458628,na,na,na,na,82999,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52882318C,ACRA,X'PRESS ERRAND SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-12-17,1998-12-17,LOCAL,30,DOVER RISE,07,12,DOVER PARKVIEW,138687,na,na,na,na,96099,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52882475M,ACRA,XIN LING HUI XUAN MANAGEMENT,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1998-12-21,1998-12-21,LOCAL,23,TUAS AVENUE 13,01,09,na,638990,na,na,na,na,85409,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52882477E,ACRA,XING YI DOORS & DECOR,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,1998-12-21,1998-12-21,LOCAL,702,HOUGANG AVENUE 2,07,55,na,530702,na,na,na,na,43301,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52882760W,ACRA,XINJI EATING HOUSE,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1998-12-26,1998-12-26,LOCAL,533,CHOA CHU KANG STREET 51,02,03,LIMBANG SHOPPING CENTRE,680533,na,na,na,na,56122,na,na,56140,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52882794D,ACRA,XINIAN TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1998-12-28,1998-12-28,LOCAL,135,JURONG GATEWAY ROAD,06,228,na,600135,na,na,na,na,43309,na,na,46900,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52882821E,ACRA,XERXES INTERIOR,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1998-12-28,1998-12-28,LOCAL,6024,ANG MO KIO INDUSTRIAL PARK 3,04,28,na,569476,na,na,na,na,43301,na,na,74191,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52882878M,ACRA,XIN PANG TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1998-12-29,1998-12-29,LOCAL,10,ANSON ROAD,33,17,INTERNATIONAL PLAZA,079903,na,na,na,na,46900,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52883526B,ACRA,X-STATIX,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1999-01-08,1999-01-08,LOCAL,166,LENTOR LOOP,02,02,BULLION PARK,789097,na,na,na,na,93203,na,na,93209,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52883732W,ACRA,XIN XIANG JI FOOD INDUSTRIES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1999-01-11,1999-01-11,LOCAL,3,QUEEN'S ROAD,02,171,FARRER GARDENS,260003,na,na,na,na,56200,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52883758C,ACRA,XIE WHOLESALE TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1999-01-12,1999-01-12,LOCAL,446,HOUGANG AVENUE 8,B1,1635,na,530446,na,na,na,na,46900,na,na,46100,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52883865B,ACRA,XZ PRINTING & TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1999-01-13,1999-01-13,LOCAL,21,WOODLANDS INDUSTRIAL PARK E1,03,06,ADMIRALTY INDUSTRIAL PARK,757720,na,na,na,na,58110,na,na,47610,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52883938A,ACRA,X.PLORER FREIGHT EXPRESS SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1999-01-14,1999-01-14,LOCAL,1,JOO KOON CRESCENT,na,na,na,629087,na,na,na,na,52292,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52883939W,ACRA,XPECTRON CAR WASH & CAR POLISH SERVICES,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,1999-01-14,1999-01-14,LOCAL,66,MONK'S HILL TERRACE,na,na,na,228549,na,na,na,na,95302,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52884078M,ACRA,XIANG KUN SEAFOOD TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1999-01-15,1999-01-15,LOCAL,822,TAMPINES STREET 81,01,202,TAMPINES GROVE,520822,na,na,na,na,46302,na,na,46900,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52884123L,ACRA,XYCON DESIGN,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1999-01-16,1999-01-16,LOCAL,45,SERANGOON TERRACE,na,na,ARDISIA GARDENS,535783,na,na,na,na,74191,na,na,43301,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52884225X,ACRA,XIAN YIN VEGETARIAN FOOD COURT,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1999-01-20,1999-01-20,LOCAL,190,MIDDLE ROAD,04,31/32,FORTUNE CENTRE,188979,na,na,na,na,56122,na,na,56200,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52884322B,ACRA,XIN RONG MINIMART,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1999-01-21,1999-01-21,LOCAL,60,JURONG ROAD - TRACK 22,na,na,na,649567,na,na,na,na,47102,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52884740J,ACRA,XOXO ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1999-01-27,1999-01-27,LOCAL,10,ANSON ROAD,18,18,INTERNATIONAL PLAZA,079903,na,na,na,na,46900,na,na,46309,na,na,1,MAISON FASHION,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52884857K,ACRA,X'TAL ENGINEERING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1999-01-28,1999-01-28,LOCAL,58,UPAVON ROAD,na,na,na,507742,na,na,na,na,43220,na,na,43210,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52885283C,ACRA,XENON MULTIMEDIA,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,1999-02-04,1999-02-04,LOCAL,170,UPPER BUKIT TIMAH ROAD,02,29,BUKIT TIMAH SHOPPING CENTRE,588179,na,na,na,na,95110,na,na,47412,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52885339B,ACRA,X-CREATIONS UNLIMITED,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1999-02-05,1999-02-05,LOCAL,465,NORTH BRIDGE ROAD,02,5043,na,191465,na,na,na,na,46423,na,na,47751,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52885742L,ACRA,X'PEDITION LAUNDRY AND TRANSPORTATION SERVICES,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1999-02-12,1999-02-12,LOCAL,2,OWEN ROAD,01,01,OWEN HOUSE BY HMLET,218842,na,na,na,na,96011,na,na,49232,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52886041X,ACRA,XIN JIA RONG ENGINEERING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,1999-02-20,1999-02-20,LOCAL,3014,UBI ROAD 1,02,328,KAMPONG UBI INDUSTRIAL ESTATE,408702,na,na,na,na,28243,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52886278B,ACRA,XING HUO ELECTRICAL SERVICES,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,1999-02-24,1999-02-24,LOCAL,10,ANSON ROAD,15,14,INTERNATIONAL PLAZA,079903,na,na,na,na,43210,na,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
